GeneID	GSM7020412	GSM7020417	GSM7020416	GSM7020415	GSM7020414	GSM7020413
ENSG00000298374	0	0	0	0	0	0
ENSG00000298375	0	0	2	0	0	0
ENSG00000298376	2	0	0	0	0	0
ENSG00000298377	0	0	0	0	0	0
ENSG00000298378	0	0	0	0	0	0
ENSG00000298379	0	1	0	0	2	0
ENSG00000298380	0	0	0	1	0	0
ENSG00000298381	2	0	0	1	0	0
ENSG00000298382	2	1	6	4	3	2
ENSG00000298383	10	1	5	1	3	2
ENSG00000298384	0	0	0	0	0	0
ENSG00000298385	0	1	1	3	0	0
ENSG00000298386	0	0	0	0	0	0
ENSG00000298387	1	0	1	0	2	0
ENSG00000298388	0	0	0	0	0	0
ENSG00000298389	0	1	0	0	0	0
ENSG00000298390	9	3	7	4	4	2
ENSG00000298391	0	0	0	0	0	0
ENSG00000298392	0	0	0	0	0	0
ENSG00000298393	0	0	0	0	0	0
ENSG00000298394	0	1	3	1	1	4
ENSG00000298395	0	1	0	0	3	0
ENSG00000298396	0	0	0	0	0	0
ENSG00000298397	0	0	0	0	0	0
ENSG00000298398	0	0	0	0	0	0
ENSG00000298399	0	0	0	0	0	0
ENSG00000298400	1	0	2	5	0	0
ENSG00000298401	0	0	0	1	1	1
ENSG00000298402	0	0	0	0	0	0
ENSG00000298403	0	0	0	1	0	0
ENSG00000298404	0	0	0	0	0	0
ENSG00000298405	0	0	0	0	0	0
ENSG00000298406	0	0	0	0	0	0
ENSG00000298407	0	0	0	0	0	0
ENSG00000298408	0	0	0	0	0	0
ENSG00000298409	1	3	1	3	2	1
ENSG00000298410	1	0	0	0	0	0
ENSG00000298411	0	0	0	0	0	0
ENSG00000298412	0	0	0	0	0	0
ENSG00000298413	5	3	9	3	9	6
ENSG00000298414	0	0	0	0	0	0
ENSG00000298415	0	0	0	0	0	0
ENSG00000298416	0	0	0	0	0	0
ENSG00000298417	1	0	0	0	0	0
ENSG00000298418	0	0	0	0	0	0
ENSG00000298419	2	0	1	4	1	2
ENSG00000298420	1	0	0	1	0	0
ENSG00000298421	0	0	0	0	0	0
ENSG00000298422	0	0	0	0	0	0
ENSG00000298423	0	0	0	0	0	0
ENSG00000298424	0	0	0	0	0	0
ENSG00000298425	0	1	2	0	0	0
ENSG00000298426	0	1	0	0	0	0
ENSG00000298427	1	0	0	1	1	0
ENSG00000298428	0	0	0	0	0	0
ENSG00000298429	1	0	0	0	0	0
ENSG00000298430	0	0	1	2	0	0
ENSG00000298431	2	0	0	0	0	0
ENSG00000298432	0	0	0	0	0	0
ENSG00000298433	0	0	0	0	0	0
ENSG00000298434	3	5	3	4	2	3
ENSG00000298435	0	0	0	0	0	0
ENSG00000298436	0	0	0	0	0	0
ENSG00000298437	0	0	0	0	0	0
ENSG00000298438	1	0	0	0	0	0
ENSG00000298439	0	1	0	1	1	0
ENSG00000298440	0	0	0	0	0	0
ENSG00000298441	0	0	0	0	0	0
ENSG00000298442	0	1	0	1	0	0
ENSG00000298443	0	0	0	0	0	0
ENSG00000298444	0	0	0	0	0	0
ENSG00000298445	0	0	0	0	3	0
ENSG00000298446	1	0	0	0	0	0
ENSG00000298447	0	1	0	0	0	0
ENSG00000298448	0	0	0	0	0	0
ENSG00000298449	0	0	0	0	0	0
ENSG00000298450	0	0	0	0	0	0
ENSG00000298451	0	0	0	0	0	0
ENSG00000298452	0	0	0	0	0	0
ENSG00000298453	0	0	0	0	0	0
ENSG00000298454	0	0	0	0	0	0
ENSG00000298455	0	0	0	0	0	0
ENSG00000298456	1	0	0	1	0	0
ENSG00000298457	0	0	0	0	0	0
ENSG00000298458	0	1	0	2	0	2
ENSG00000298459	0	0	0	0	0	0
ENSG00000298461	0	0	0	0	0	0
ENSG00000298462	0	1	1	0	0	0
ENSG00000298463	0	0	0	0	0	0
ENSG00000298464	0	0	0	0	0	0
ENSG00000298465	0	0	0	0	0	0
ENSG00000298466	0	0	0	0	0	0
ENSG00000298467	0	0	0	0	0	0
ENSG00000298468	0	0	0	0	0	0
ENSG00000298469	0	0	0	0	0	0
ENSG00000298470	1	0	4	1	1	1
ENSG00000298471	0	0	0	0	0	0
ENSG00000298472	0	0	0	0	0	0
ENSG00000298473	0	0	1	0	0	0
ENSG00000298474	0	0	0	0	0	0
ENSG00000298475	0	0	0	0	0	0
ENSG00000298476	0	0	0	0	0	0
ENSG00000298477	0	0	0	0	0	0
ENSG00000298478	0	0	0	0	0	0
ENSG00000298479	1	0	2	0	2	0
ENSG00000298480	0	0	2	0	0	0
ENSG00000298481	0	0	0	0	0	0
ENSG00000298482	0	0	0	0	0	0
ENSG00000298483	0	0	0	0	0	0
ENSG00000298484	1	0	1	0	2	0
ENSG00000298485	0	0	0	0	0	0
ENSG00000298486	0	0	0	0	0	0
ENSG00000298487	0	0	0	0	0	0
ENSG00000298488	1	3	0	2	0	1
ENSG00000298489	0	0	0	0	0	0
ENSG00000298490	0	0	0	0	0	0
ENSG00000298491	0	0	0	0	0	2
ENSG00000298492	0	0	1	0	1	0
ENSG00000298493	0	0	0	0	0	0
ENSG00000298494	0	0	0	0	0	0
ENSG00000298495	0	0	0	0	0	0
ENSG00000298496	1	1	1	0	2	0
ENSG00000298497	0	0	0	0	0	0
ENSG00000298498	0	0	0	0	0	1
ENSG00000298499	0	0	0	0	0	0
ENSG00000298500	1	1	0	0	0	0
ENSG00000298501	0	0	0	0	0	0
ENSG00000298502	2	0	0	2	0	5
ENSG00000298503	0	0	0	0	0	0
ENSG00000298504	0	0	0	0	0	0
ENSG00000298505	1	0	0	1	1	2
ENSG00000298506	0	0	2	0	3	2
ENSG00000298507	1	2	1	0	1	0
ENSG00000298508	1	0	0	0	1	0
ENSG00000298509	1	4	1	2	1	0
ENSG00000298510	0	0	0	0	0	0
ENSG00000298511	0	0	0	0	0	0
ENSG00000298512	0	0	0	0	0	0
ENSG00000298513	0	0	0	0	0	0
ENSG00000298514	0	0	0	0	0	0
ENSG00000298515	0	0	0	0	0	0
ENSG00000298516	0	0	0	2	0	0
ENSG00000298517	0	0	0	0	0	0
ENSG00000298518	0	0	0	0	0	0
ENSG00000298519	0	0	0	0	0	0
ENSG00000298520	0	0	0	0	0	0
ENSG00000298521	5	0	1	0	1	0
ENSG00000298522	0	0	0	1	2	0
ENSG00000298523	0	0	0	0	0	0
ENSG00000298524	3	0	1	1	0	0
ENSG00000298525	0	0	0	0	0	0
ENSG00000298526	1	0	1	1	1	0
ENSG00000298527	0	0	0	0	0	0
ENSG00000298528	0	0	0	1	0	0
ENSG00000298530	0	0	0	0	1	0
ENSG00000298531	0	0	0	0	0	0
ENSG00000298532	0	1	0	0	0	0
ENSG00000298533	2	2	5	5	5	2
ENSG00000298534	0	0	0	2	1	0
ENSG00000298535	0	0	1	0	0	0
ENSG00000298536	0	0	0	0	0	0
ENSG00000298537	0	0	0	0	0	0
ENSG00000298538	0	0	1	0	1	1
ENSG00000298539	0	0	0	0	1	0
ENSG00000298540	1	0	0	0	0	0
ENSG00000298541	2	0	0	1	0	0
ENSG00000298542	0	0	0	0	0	0
ENSG00000298543	3	12	9	6	31	11
ENSG00000298544	0	2	0	1	0	1
ENSG00000298545	0	1	1	0	0	0
ENSG00000298546	0	0	0	0	0	0
ENSG00000298547	0	0	0	0	0	0
ENSG00000298548	3	1	0	0	0	0
ENSG00000298549	1	0	0	0	0	2
ENSG00000298550	0	0	0	0	1	1
ENSG00000298551	0	0	0	0	0	0
ENSG00000298552	2	0	1	1	0	0
ENSG00000298553	48	70	54	43	23	18
ENSG00000298554	0	0	0	0	0	0
ENSG00000298555	0	0	0	0	0	0
ENSG00000298556	3	0	2	2	0	0
ENSG00000298557	1	0	0	0	0	0
ENSG00000298558	1	1	0	0	0	0
ENSG00000298559	0	0	0	0	0	0
ENSG00000298560	0	0	0	0	0	0
ENSG00000298561	2	0	3	2	8	1
ENSG00000298562	0	0	0	0	0	0
ENSG00000298563	6	4	3	3	10	4
ENSG00000298564	0	0	0	0	0	0
ENSG00000298565	2	2	1	0	1	0
ENSG00000298566	1	0	1	3	0	1
ENSG00000298567	3	0	0	1	0	0
ENSG00000298568	0	0	0	0	0	0
ENSG00000298569	1	0	0	1	0	0
ENSG00000298570	3	1	0	1	1	1
ENSG00000298571	1	0	0	1	0	0
ENSG00000298572	0	0	0	0	0	0
ENSG00000298573	0	0	0	1	0	0
ENSG00000298574	0	0	0	0	1	0
ENSG00000298575	2	0	0	1	0	0
ENSG00000298576	0	0	0	0	0	0
ENSG00000298577	0	0	0	0	1	0
ENSG00000298578	0	0	0	0	3	0
ENSG00000298579	0	0	0	0	0	0
ENSG00000298580	14	13	6	10	1	10
ENSG00000298581	0	0	0	0	0	0
ENSG00000298582	0	0	0	0	0	0
ENSG00000298583	8	3	1	1	4	3
ENSG00000298584	0	0	0	0	0	0
ENSG00000298585	3	4	0	4	1	0
ENSG00000298586	0	0	1	0	0	0
ENSG00000298587	1	0	0	0	1	0
ENSG00000298588	2	0	2	0	0	1
ENSG00000298589	1	0	1	0	1	0
ENSG00000298590	9	3	6	6	3	2
ENSG00000298591	2	15	6	10	3	2
ENSG00000298592	11	14	15	18	20	12
ENSG00000298593	1	0	0	0	0	0
ENSG00000298594	0	0	0	0	0	0
ENSG00000298595	0	0	0	0	0	0
ENSG00000298596	0	0	0	0	0	0
ENSG00000298597	0	0	0	0	0	0
ENSG00000298598	2	0	1	0	0	0
ENSG00000298599	0	0	0	0	2	1
ENSG00000298600	2	2	2	1	1	3
ENSG00000298601	0	0	0	1	0	0
ENSG00000298602	9	12	12	8	6	1
ENSG00000298603	0	0	0	0	0	0
ENSG00000298604	0	0	0	0	0	0
ENSG00000298605	0	0	0	0	0	0
ENSG00000298606	5	0	0	0	1	1
ENSG00000298607	0	0	1	3	5	0
ENSG00000298608	0	1	0	0	0	0
ENSG00000298609	12	26	10	14	25	8
ENSG00000298610	3	0	0	0	1	0
ENSG00000298611	1	1	0	1	1	0
ENSG00000298612	0	0	0	1	0	0
ENSG00000298613	0	0	0	0	0	0
ENSG00000298614	1	0	1	0	0	0
ENSG00000298615	1	0	0	1	3	0
ENSG00000298616	0	1	2	1	0	0
ENSG00000298617	1	2	1	3	1	0
ENSG00000298618	0	1	0	0	1	0
ENSG00000298619	0	0	0	0	0	0
ENSG00000298620	0	0	0	0	0	0
ENSG00000298621	0	0	0	0	0	0
ENSG00000298622	0	0	1	0	1	0
ENSG00000298623	0	0	0	0	0	0
ENSG00000298624	0	0	0	1	0	1
ENSG00000298625	1	0	0	0	1	0
ENSG00000298626	0	0	0	1	0	0
ENSG00000298627	0	0	0	0	0	0
ENSG00000298628	0	1	0	0	0	0
ENSG00000298629	1	0	0	0	0	0
ENSG00000298630	3	2	0	1	0	0
ENSG00000298631	0	0	1	0	1	0
ENSG00000298632	0	0	0	0	0	0
ENSG00000298633	0	0	0	0	0	0
ENSG00000298634	12	3	11	3	22	4
ENSG00000298635	0	0	0	0	0	0
ENSG00000298636	1	2	0	0	0	0
ENSG00000298637	1	0	0	2	2	0
ENSG00000298638	0	0	1	0	0	0
ENSG00000298639	1	3	5	0	3	2
ENSG00000298640	0	0	0	0	0	0
ENSG00000298641	0	0	1	0	0	0
ENSG00000298642	1	0	1	0	0	0
ENSG00000298643	0	0	0	0	0	0
ENSG00000298644	6	3	2	5	6	3
ENSG00000298645	0	1	1	1	0	0
ENSG00000298646	1	1	1	3	2	2
ENSG00000298647	4	3	2	3	2	3
ENSG00000298648	0	0	0	0	0	0
ENSG00000298649	1	0	0	0	0	0
ENSG00000298650	0	0	0	1	1	0
ENSG00000298651	0	0	0	0	0	0
ENSG00000298652	0	0	0	0	0	0
ENSG00000298653	0	0	0	0	0	0
ENSG00000298654	0	0	0	0	0	0
ENSG00000298655	0	0	0	0	0	0
ENSG00000298656	0	0	1	0	0	0
ENSG00000298657	0	0	1	0	0	0
ENSG00000298658	0	0	0	0	0	0
ENSG00000298659	0	0	0	0	0	0
ENSG00000298660	0	0	0	0	0	0
ENSG00000298661	0	0	0	0	0	1
ENSG00000298662	1	2	1	4	2	0
ENSG00000298663	1	0	1	0	2	1
ENSG00000298664	1	1	1	0	1	1
ENSG00000298665	2	0	5	1	3	1
ENSG00000298666	2	8	4	7	7	9
ENSG00000298667	2	1	3	1	2	0
ENSG00000298668	0	0	0	0	0	0
ENSG00000298669	1	0	3	0	3	1
ENSG00000298670	0	0	3	0	1	0
ENSG00000298671	0	0	0	0	0	0
ENSG00000298672	0	0	0	0	0	0
ENSG00000298673	0	0	0	0	0	0
ENSG00000298674	0	0	1	0	0	0
ENSG00000298675	0	1	1	1	1	2
ENSG00000298676	0	0	0	0	0	0
ENSG00000298677	1	0	0	0	1	0
ENSG00000298678	2	2	1	5	4	6
ENSG00000298679	0	0	0	0	0	0
ENSG00000298680	0	1	0	3	0	0
ENSG00000298681	0	0	0	0	0	1
ENSG00000298682	0	0	0	0	0	0
ENSG00000298683	0	0	0	0	0	0
ENSG00000298684	0	0	0	0	0	0
ENSG00000298685	7	3	4	8	4	2
ENSG00000298686	0	0	0	0	1	0
ENSG00000298687	0	0	0	0	0	0
ENSG00000298688	0	0	0	0	0	0
ENSG00000298689	0	0	0	0	0	0
ENSG00000298690	2	0	0	0	2	0
ENSG00000298691	0	0	0	0	0	0
ENSG00000298692	0	0	0	0	0	0
ENSG00000298693	0	0	0	0	0	0
ENSG00000298694	0	0	0	0	0	0
ENSG00000298695	0	0	0	0	0	0
ENSG00000298696	4	2	4	1	3	0
ENSG00000298697	3	0	0	0	0	0
ENSG00000298698	1	4	2	8	4	2
ENSG00000298699	1	3	5	1	3	2
ENSG00000298700	0	0	0	0	0	0
ENSG00000298701	1	0	0	0	0	1
ENSG00000298702	0	0	2	0	0	0
ENSG00000298703	5	3	0	0	0	0
ENSG00000298704	0	0	0	0	0	0
ENSG00000298705	2	0	3	1	1	0
ENSG00000298706	0	0	0	0	0	0
ENSG00000298707	2	2	4	3	0	1
ENSG00000298708	0	0	0	0	0	0
ENSG00000298709	0	1	0	1	0	1
ENSG00000298710	0	0	0	0	0	0
ENSG00000298711	0	0	0	0	0	0
ENSG00000298712	1	0	0	0	0	0
ENSG00000298713	0	0	0	0	0	0
ENSG00000298714	0	0	0	0	0	0
ENSG00000298715	0	0	0	0	0	0
ENSG00000298716	3	3	5	3	5	2
ENSG00000298717	1	0	1	0	1	1
ENSG00000298718	0	0	0	0	0	0
ENSG00000298719	2	4	4	1	2	1
ENSG00000298720	1	1	1	1	0	1
ENSG00000298721	0	0	0	0	0	0
ENSG00000298722	1	0	0	1	0	0
ENSG00000298723	0	0	0	0	0	0
ENSG00000298724	7	1	1	0	3	0
ENSG00000298725	1	3	2	0	1	2
ENSG00000298726	0	0	0	0	0	0
ENSG00000298727	0	0	0	0	0	0
ENSG00000298728	0	0	0	0	0	0
ENSG00000298729	3	8	14	2	6	2
ENSG00000298730	2	3	0	3	5	4
ENSG00000298731	0	0	0	2	0	0
ENSG00000298732	0	0	1	0	0	0
ENSG00000298733	0	0	0	0	0	0
ENSG00000298734	0	0	0	1	0	1
ENSG00000298735	0	1	0	1	1	0
ENSG00000298736	0	1	0	0	0	0
ENSG00000298737	0	0	0	0	1	0
ENSG00000298738	0	0	0	0	0	0
ENSG00000298739	5	7	10	7	6	1
ENSG00000298740	0	0	0	1	1	0
ENSG00000298741	16	19	15	14	14	11
ENSG00000298742	0	0	0	0	1	0
ENSG00000298743	0	0	0	0	0	0
ENSG00000298744	0	0	0	0	0	0
ENSG00000298745	0	0	0	1	0	0
ENSG00000298746	1	0	0	1	0	0
ENSG00000298747	0	0	0	0	0	0
ENSG00000298748	4	0	0	0	0	0
ENSG00000298749	1	0	1	0	0	0
ENSG00000298750	8	12	7	12	7	5
ENSG00000298751	0	0	0	0	0	0
ENSG00000298752	2	0	2	1	0	0
ENSG00000298753	1	0	1	0	0	0
ENSG00000298754	0	0	0	0	0	0
ENSG00000298755	0	0	0	0	0	0
ENSG00000298756	0	0	0	0	0	2
ENSG00000298757	0	0	0	0	0	0
ENSG00000298758	4	1	1	2	2	2
ENSG00000298759	0	0	1	0	0	0
ENSG00000298760	0	0	1	0	0	0
ENSG00000298761	0	0	0	0	0	0
ENSG00000298762	3	0	2	1	0	0
ENSG00000298763	0	2	1	3	0	0
ENSG00000298764	0	0	0	0	0	0
ENSG00000298765	0	0	0	0	0	0
ENSG00000298767	0	0	0	0	0	0
ENSG00000298768	0	1	0	2	1	3
ENSG00000298769	0	0	0	0	0	0
ENSG00000298770	0	1	0	0	0	1
ENSG00000298771	0	0	0	0	0	0
ENSG00000298772	0	0	0	0	0	0
ENSG00000298773	0	0	0	0	0	0
ENSG00000298774	0	1	0	0	0	0
ENSG00000298775	38	23	25	21	18	31
ENSG00000298776	0	0	0	0	0	0
ENSG00000298777	0	0	0	0	0	0
ENSG00000298778	0	0	0	0	0	0
ENSG00000298779	0	0	0	0	1	0
ENSG00000298780	1	2	1	3	0	0
ENSG00000298781	0	0	0	1	0	0
ENSG00000298782	4	1	3	0	0	2
ENSG00000298783	0	0	0	0	0	0
ENSG00000298784	2	0	0	2	0	4
ENSG00000298785	2	0	0	1	0	0
ENSG00000298786	0	0	0	0	0	0
ENSG00000298787	0	1	0	5	2	1
ENSG00000298788	0	1	2	0	0	0
ENSG00000298789	0	0	0	0	0	0
ENSG00000298790	3	1	1	3	0	1
ENSG00000298791	1	1	1	1	0	0
ENSG00000298792	0	0	0	0	0	0
ENSG00000298793	0	0	0	0	0	0
ENSG00000298794	0	0	0	0	0	1
ENSG00000298795	0	0	0	0	0	0
ENSG00000298796	0	0	0	0	0	0
ENSG00000298797	0	0	0	1	0	0
ENSG00000298798	0	0	0	0	1	0
ENSG00000298799	0	0	0	0	1	0
ENSG00000298800	0	0	0	1	0	0
ENSG00000298801	0	0	0	0	0	0
ENSG00000298802	0	0	0	0	0	0
ENSG00000298803	2	1	0	1	0	0
ENSG00000298804	0	0	0	0	0	0
ENSG00000298805	3	4	8	3	2	2
ENSG00000298806	0	0	0	1	0	0
ENSG00000298807	0	0	0	0	0	0
ENSG00000298808	5	1	1	1	1	5
ENSG00000298809	1	2	1	0	1	1
ENSG00000298810	0	0	0	0	0	0
ENSG00000298811	0	0	2	0	1	0
ENSG00000298812	0	0	0	0	0	0
ENSG00000298813	1	0	0	0	2	0
ENSG00000298814	1	0	0	0	0	1
ENSG00000298815	0	0	0	0	0	0
ENSG00000298816	0	0	0	0	0	0
ENSG00000298817	2	2	3	0	1	2
ENSG00000298818	0	0	0	0	0	0
ENSG00000298819	0	0	0	0	0	0
ENSG00000298820	0	0	0	1	1	0
ENSG00000298821	0	0	0	0	0	0
ENSG00000298822	0	0	1	1	0	0
ENSG00000298823	5	2	5	3	2	3
ENSG00000298824	0	0	0	0	0	0
ENSG00000298825	0	0	0	0	0	0
ENSG00000298826	0	0	2	0	0	1
ENSG00000298827	0	0	0	0	0	0
ENSG00000298828	1	4	0	0	1	1
ENSG00000298829	0	0	0	0	0	1
ENSG00000298830	0	0	0	0	0	0
ENSG00000298831	14	5	2	8	8	9
ENSG00000298832	0	0	0	0	0	0
ENSG00000298833	13	1	6	0	9	9
ENSG00000298834	0	0	0	0	0	0
ENSG00000298835	0	1	0	0	1	0
ENSG00000298836	0	0	0	0	0	0
ENSG00000298837	11	1	11	2	11	1
ENSG00000298838	0	0	1	2	0	0
ENSG00000298839	0	1	0	2	0	0
ENSG00000298840	2	2	0	1	0	0
ENSG00000298841	0	0	0	1	0	0
ENSG00000298842	0	0	0	0	0	0
ENSG00000298843	0	0	0	0	0	0
ENSG00000298844	1	0	0	1	0	0
ENSG00000298845	0	1	0	0	0	0
ENSG00000298846	0	0	0	0	0	0
ENSG00000298847	1	0	0	1	0	0
ENSG00000298849	0	0	0	0	1	0
ENSG00000298850	2	0	1	0	1	1
ENSG00000298851	0	4	0	5	6	2
ENSG00000298852	0	0	0	0	0	0
ENSG00000298853	0	0	1	1	2	2
ENSG00000298854	2	3	5	1	5	1
ENSG00000298855	0	0	0	1	0	0
ENSG00000298856	0	2	0	0	0	0
ENSG00000298857	1	0	0	0	0	0
ENSG00000298858	0	0	0	0	0	0
ENSG00000298859	1	2	1	1	4	0
ENSG00000298860	0	0	0	0	1	0
ENSG00000298861	0	0	0	0	0	0
ENSG00000298862	2	0	2	2	4	0
ENSG00000298863	0	0	0	0	0	0
ENSG00000298864	0	1	0	1	1	0
ENSG00000298865	1	0	1	0	1	0
ENSG00000298866	0	0	0	0	0	0
ENSG00000298868	0	0	0	0	1	1
ENSG00000298869	0	0	1	0	0	0
ENSG00000298870	0	1	0	0	2	0
ENSG00000298871	12	5	5	13	13	1
ENSG00000298872	17	7	23	12	11	1
ENSG00000298873	0	0	0	0	0	0
ENSG00000298874	0	0	0	0	0	0
ENSG00000298875	0	0	0	0	2	0
ENSG00000298876	0	0	0	0	0	0
ENSG00000298877	0	0	0	0	0	0
ENSG00000298878	1	0	0	1	0	0
ENSG00000298879	1	1	0	0	1	0
ENSG00000298880	0	0	0	0	0	0
ENSG00000298881	1	0	0	0	1	0
ENSG00000298882	0	6	3	3	2	1
ENSG00000298883	0	0	0	0	0	0
ENSG00000298884	0	0	0	0	0	0
ENSG00000298885	0	2	3	1	0	0
ENSG00000298886	0	0	0	0	0	0
ENSG00000298887	2	6	6	4	2	4
ENSG00000298888	1	1	0	1	0	1
ENSG00000298889	2	1	2	1	0	0
ENSG00000298890	0	0	0	0	0	0
ENSG00000298891	1	0	0	0	1	0
ENSG00000298892	1	0	0	0	0	0
ENSG00000298893	4	2	2	3	8	2
ENSG00000298894	0	0	0	0	0	0
ENSG00000298895	0	0	0	0	0	0
ENSG00000298896	0	0	0	0	0	0
ENSG00000298897	0	0	0	0	0	0
ENSG00000298898	2	0	1	2	1	1
ENSG00000298899	0	0	0	0	0	0
ENSG00000298900	1	0	0	0	0	0
ENSG00000298901	0	0	1	1	0	1
ENSG00000298902	0	0	0	0	0	0
ENSG00000298903	2	1	0	2	1	2
ENSG00000298904	0	0	0	0	0	0
ENSG00000298905	5	2	7	3	7	2
ENSG00000298906	0	0	0	0	1	0
ENSG00000298907	1	3	4	1	2	5
ENSG00000298908	0	0	0	0	0	0
ENSG00000298909	1	1	0	0	0	0
ENSG00000298910	0	0	0	0	0	0
ENSG00000298911	0	0	0	0	0	0
ENSG00000298912	2	2	2	2	0	3
ENSG00000298913	0	1	0	0	1	1
ENSG00000298914	1	0	0	0	0	0
ENSG00000298915	7	19	5	14	4	12
ENSG00000298916	0	0	0	0	0	0
ENSG00000298917	0	0	0	0	0	0
ENSG00000298918	0	0	0	0	0	0
ENSG00000298919	0	0	0	0	0	0
ENSG00000298920	0	0	0	0	0	0
ENSG00000298921	0	0	0	0	0	1
ENSG00000298922	0	0	3	1	1	0
ENSG00000298923	0	0	0	0	0	0
ENSG00000298924	2	0	0	0	1	0
ENSG00000298925	0	0	0	0	0	0
ENSG00000298926	1	0	0	1	0	1
ENSG00000298927	0	0	0	0	2	0
ENSG00000298928	0	0	0	0	0	0
ENSG00000298929	0	0	0	0	0	0
ENSG00000298930	0	0	0	1	0	0
ENSG00000298931	0	0	0	1	1	0
ENSG00000298932	0	0	0	0	0	0
ENSG00000298933	0	0	0	0	0	0
ENSG00000298934	0	18	3	24	0	2
ENSG00000298935	0	0	0	0	0	0
ENSG00000298936	0	0	0	0	0	0
ENSG00000298937	1	1	0	0	0	0
ENSG00000298938	0	1	0	0	0	0
ENSG00000298939	0	0	0	0	0	0
ENSG00000298940	0	0	1	0	0	0
ENSG00000298941	0	2	0	0	0	1
ENSG00000298942	0	0	2	1	2	0
ENSG00000298943	0	0	0	0	0	0
ENSG00000298944	0	2	0	0	0	0
ENSG00000298945	7	3	7	8	7	13
ENSG00000298946	0	0	0	0	0	0
ENSG00000298947	1	1	3	4	4	2
ENSG00000298948	0	0	0	0	0	0
ENSG00000298949	0	0	0	0	0	0
ENSG00000298950	0	0	0	0	1	0
ENSG00000298951	0	0	0	0	0	0
ENSG00000298952	9	4	5	5	4	2
ENSG00000298953	1	1	1	0	0	0
ENSG00000298954	1	0	0	1	0	0
ENSG00000298955	0	0	0	0	0	0
ENSG00000298956	0	0	0	0	0	0
ENSG00000298957	0	0	0	0	0	0
ENSG00000298958	0	0	0	0	0	0
ENSG00000298959	5	0	0	0	0	2
ENSG00000298960	1	1	0	2	0	1
ENSG00000298961	0	0	0	0	0	0
ENSG00000298962	0	0	0	0	0	0
ENSG00000298964	0	0	0	0	0	0
ENSG00000298965	5	2	1	3	1	2
ENSG00000298966	0	0	0	0	0	0
ENSG00000298967	0	1	0	0	0	0
ENSG00000298968	1	0	0	1	1	0
ENSG00000298969	17	12	14	11	15	5
ENSG00000298970	0	0	0	0	0	1
ENSG00000298971	0	0	0	0	1	0
ENSG00000298972	0	0	0	0	0	0
ENSG00000298973	0	2	1	0	0	0
ENSG00000298974	0	0	1	1	0	1
ENSG00000298975	0	0	0	0	0	0
ENSG00000298976	1	2	5	1	3	1
ENSG00000298977	0	0	0	0	0	0
ENSG00000298978	0	0	0	0	0	0
ENSG00000298979	0	1	1	1	0	1
ENSG00000298980	0	0	0	0	0	0
ENSG00000298981	0	0	1	2	0	1
ENSG00000298982	0	0	0	0	0	0
ENSG00000298983	0	0	0	0	0	0
ENSG00000298984	0	0	0	0	1	0
ENSG00000298985	0	0	0	0	0	0
ENSG00000298986	0	0	0	0	0	0
ENSG00000298987	0	0	0	0	0	0
ENSG00000298988	1	0	0	0	0	0
ENSG00000298989	0	0	0	0	0	0
ENSG00000298990	1	0	0	0	0	0
ENSG00000298991	0	0	0	0	0	0
ENSG00000298992	6	4	9	3	4	0
ENSG00000298993	4	3	1	1	0	1
ENSG00000298994	0	0	0	0	0	0
ENSG00000298995	0	0	0	0	0	0
ENSG00000298996	0	0	0	0	0	0
ENSG00000298997	0	0	0	0	0	0
ENSG00000298998	0	0	0	0	0	0
ENSG00000298999	0	0	6	1	3	2
ENSG00000299000	22	25	14	18	7	11
ENSG00000299001	5	1	0	1	2	0
ENSG00000299002	0	0	0	0	0	0
ENSG00000299003	0	3	0	0	0	1
ENSG00000299004	1	0	3	1	1	3
ENSG00000299005	0	0	0	0	0	0
ENSG00000299006	2	2	8	6	0	2
ENSG00000299007	0	0	0	0	1	0
ENSG00000299008	0	0	0	0	0	0
ENSG00000299009	0	0	0	0	1	0
ENSG00000299010	0	0	0	0	0	0
ENSG00000299011	0	0	0	0	0	0
ENSG00000299012	0	0	1	0	0	0
ENSG00000299013	0	0	0	0	0	0
ENSG00000299014	0	0	0	1	0	1
ENSG00000299015	1	1	1	0	0	0
ENSG00000299016	1	1	0	0	0	1
ENSG00000299017	0	0	0	0	0	0
ENSG00000299018	0	0	0	1	0	0
ENSG00000299019	0	0	0	0	0	0
ENSG00000299020	0	1	0	1	2	2
ENSG00000299021	19	18	21	14	11	10
ENSG00000299022	22	40	16	23	27	16
ENSG00000299023	1	0	0	0	0	0
ENSG00000299024	0	0	0	0	0	0
ENSG00000299025	0	0	0	0	0	1
ENSG00000299026	0	0	2	1	0	0
ENSG00000299027	0	0	0	0	1	0
ENSG00000299028	33	28	62	21	25	14
ENSG00000299029	2	3	3	6	4	1
ENSG00000299030	0	0	0	0	0	0
ENSG00000299031	0	0	0	0	0	0
ENSG00000299032	0	0	0	0	0	0
ENSG00000299033	0	0	0	0	0	0
ENSG00000299034	0	1	0	1	1	1
ENSG00000299035	0	0	0	0	0	0
ENSG00000299036	0	0	0	0	0	1
ENSG00000299037	0	0	0	0	0	0
ENSG00000299038	0	0	0	0	0	0
ENSG00000299039	0	0	0	0	0	0
ENSG00000299040	4	3	2	2	7	0
ENSG00000299041	0	4	0	2	0	0
ENSG00000299042	0	0	0	0	0	0
ENSG00000299043	0	0	1	3	1	0
